id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_03381,2024-12-10,Zendesk,2.0,5.0,"I couldn't be any happier with Zendesk. From the different filtering, viewing. admin options and more, I totally feel good with this tool. Distributing tickets and following up with our customers has never been so easy. I love how new tickets are under an unassigned folder, which then can be assigned to or grabbed by anyone in the team. If a customer replies, it goes back to the person who initially responded the ticket which allows us to provide continuous follow-up. Another of my favorite options: private comments; it has helped us to save important information from the ticket/customer without having to use other tools.",i couldn t be any happier with zendesk from the different filtering viewing admin options and more i totally feel good with this tool distributing tickets and following up with our customers has never been sok easy i love how new tickets are under an unassigned folder which then can be assigned tapi orang grabbed by anyone ini the team if a customer replies itu goes back tapi the person who initially responded the ticket which allows us tapi provide continuous follow up another of my favorite options private comments itu has helped us tapi save important information from the ticket customer without having tapi use other tools,Positif,8.0,Passive,5.0,5.0,Satisfied
T_03427,2024-12-11,Zoho Desk,1.0,3.0,Overall I wasn't happy with Zoho Desk. I would look elsewhere in the future.,overall i wasn t happy with zoho desk i would look elsewhere ini the future,Positif,5.0,Detractor,4.0,4.0,Satisfied
T_02333,2024-11-24,Freshdesk,4.0,3.0,Pros:Quick responsive websiteConstance new features and integration 3rd partyHas mobile application,pros quick responsive websiteconstance new features and integration 3rd partyhas mobile application,Netral,8.0,Passive,4.0,5.0,Satisfied
T_01618,2024-11-10,Zoho Desk,4.0,5.0,Better customer service support and tracking of ticketsMore streamlined helpdesk process,better customer service support and tracking of ticketsmore streamlined helpdesk process,Netral,10.0,Promoter,4.0,5.0,Satisfied
T_03597,2024-12-13,Zoho Desk,3.0,5.0,Pros:All the great conectivity to other softwares and the power of zoho desk.Great work by Zoho Support.,pros all the great conectivity tapi other softwares and the power of zoho desk great work by zoho support,Positif,8.0,Passive,3.0,5.0,Satisfied
T_04399,2024-12-24,Freshdesk,5.0,5.0,The types of business problems we are solving are as follows:Quicker support for our clients,the types of business problems we are solving are as follows quicker support for our clients,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02688,2024-12-01,Freshdesk,1.0,5.0,"We use this as our customer-facing portal because it's very easy for customers to use, but it's certainly not as good as other products out there for user support. Integration with email is key, though, and they do that pretty well. We do still have a lot of issues with Spam, and it's not something our developers ever want to use.",we use this as our customer facing portal because itu sih very easy for customers tapi use but itu sih certainly not as good as other products out there for user support integration with email is key though and they di that pretty well we di still have a lot of issues with spam and itu sih not something our developers ever want tapi use,Positif,5.0,Detractor,4.0,3.0,Neutral
T_03356,2024-12-10,Zoho Desk,3.0,5.0,Manage our entire Service Desk unit.,manage our entire service desk unit,Netral,7.0,Passive,4.0,5.0,Satisfied
T_04218,2024-12-21,Zendesk,4.0,4.0,We really like Zendesk and it's a pleasure to use across all of the apps.,we really like zendesk and itu sih a pleasure tapi use across all of the apps,Netral,8.0,Passive,4.0,5.0,Satisfied
T_04046,2024-12-19,Freshdesk,4.0,4.0,Freshdesk application is an awesome platform to use for customer/user support.,freshdesk application is an awesome platform tapi use for customer user support,Positif,7.0,Passive,5.0,5.0,Satisfied
T_03762,2024-12-15,Freshdesk,2.0,5.0,It helped us grow from being small and unorganized to big organization with a hand on everything!,itu helped us grow from being small and unorganized tapi big organization with a hand on everything,Netral,9.0,Promoter,5.0,4.0,Satisfied
T_00196,2024-10-05,Zendesk,3.0,5.0,Pros:I appreciate the possibility to work with tickets. Easy transfer between colleagues.,pros i appreciate the possibility tapi work with tickets easy transfer between colleagues,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_01202,2024-11-01,Zendesk,3.0,5.0,We've been able to successfully look after clients visiting our website and manage their queries and concerns without any difficulties.,we ve been able tapi successfully look after clients visiting our website and manage their queries and concerns without any difficulties,Netral,5.0,Detractor,4.0,4.0,Satisfied
T_00751,2024-10-20,Zoho Desk,3.0,5.0,no conflicted copies of documentation compared to using excel on dropbox.,no conflicted copies of documentation compared tapi using excel on dropbox,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_00778,2024-10-20,Jira Service Management,4.0,4.0,JIRA provided the ability to manage the overall IT project execution . Thetool also provided ability to create disting user stories and tasks to complete. The taskscould be cloned easily and moved from one worspace to other. The access and permissions were easy to maintain. The tool was a secured source of project management overall.,jira provided the ability tapi manage the overall itu project execution thetool also provided ability tapi create disting user stories and tasks tapi complete the taskscould be cloned easily and moved from one worspace tapi other the access and permissions were easy tapi maintain the tool was a secured source of project management overall,Positif,7.0,Passive,5.0,5.0,Satisfied
T_04658,2024-12-27,Jira Service Management,4.0,4.0,For me JSD was a challenge that thought me a lot. The product is awesome but there is still room for improvement.,for me jsd was a challenge that thought me a lot the product is awesome but there is still room for improvement,Positif,10.0,Promoter,5.0,4.0,Satisfied
T_04790,2024-12-29,Zendesk,4.0,5.0,I love how the ticket submitting process is integrated into email so I can do it from anywhere that supports email. saves time and hassle.,i love how the ticket submitting process is integrated into email sok i can di itu from anywhere that supports email saves time and hassle,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_00144,2024-10-04,Zendesk,4.0,4.0,By making efficient customer services we optimize the time of using Zendesk instead of a thousand e-mails that could be easily forgotten in an inbox. The ticket system works so well and we can validate the satisfaction of a client by the time and feedbak,by making efficient customer services we optimize the time of using zendesk instead of a thousand e mails that could be easily forgotten ini an inbox the ticket system works sok well and we can validate the satisfaction of a client by the time and feedbak,Netral,8.0,Passive,4.0,5.0,Satisfied
T_02753,2024-12-02,Freshdesk,4.0,5.0,We have a large network of small independent businesses so replying on a timely manner is critical. Freshdesk lets us prioritise urgent matters easily.,we have a large network of small independent businesses sok replying on a timely manner is critical freshdesk lets us prioritise urgent matters easily,Netral,9.0,Promoter,5.0,5.0,Satisfied
